project_id,chain,token_address,pair_address,creator_address,creation_timestamp,rugpull_label,rugpull_type,source_dataset,collection_failed
DX_1186.0,ETH,0xffa8adac294413a470287c2cd54ab8d5b80c9d4b,,,2021-05-05 01:49:16.917688264,1,Transaction Limitation,dianxiang_sun,True
DX_191.0,ETH,0x71628b84571d4f29adcf747f393a0695c9c46f2f,,,2021-05-05 01:49:16.917688264,1,Fee,dianxiang_sun,True
DX_1965.0,ETH,0x3a3a3b8812b0df660106531348452eb1b27f9805,,,2021-05-05 12:02:56.532399296,1,Transaction Limitation,dianxiang_sun,True
Maple Token (MPL),ETH,,,,2021-05-06 00:00:00.000000000,0,,tm_rugpull,
DX_1808.0,ETH,0x8174b08697022e4506849fdce66cd54fb5401727,,,2021-05-06 18:43:55.376532400,1,Transaction Limitation,dianxiang_sun,True
DX_1851.0,ETH,0x80270d569a0a0b23f7e0c9f1dfcf471a87d22678,,,2021-05-06 18:43:55.376532400,1,Transaction Limitation,dianxiang_sun,True
DX_1288.0,ETH,0x59351df3456ccf06e385569fb85eba6a77c30131,,,2021-05-07 15:11:14.605954464,1,Transaction Limitation,dianxiang_sun,True
HappyCoin (HAPPY),BSC,,,,2021-05-08 00:00:00.000000000,0,,tm_rugpull,
TWERK (TWERK),ETH,,,,2021-05-08 00:00:00.000000000,1,,tm_rugpull,
DX_2208.0,ETH,0xaa3a6f5bddd02a08c8651f7e285e2bec33ea5e53,,,2021-05-08 01:24:54.220665496,1,Transaction Limitation,dianxiang_sun,True
DX_2043.0,ETH,0x84e390103532efcf7f82c5b7d59fcf263b86e733,,,2021-05-08 01:24:54.220665496,1,Transaction Limitation,dianxiang_sun,True
DX_1961.0,ETH,0xa6f775597b4ff62559cd71a9744601aa48e7f9a0,,,2021-05-08 11:38:33.835376528,1,Transaction Limitation,dianxiang_sun,True
DX_1959.0,ETH,0x3f914ae10b2a98685df53ef1005fd368b9eee008,,,2021-05-09 08:05:53.064798600,1,Transaction Limitation,dianxiang_sun,True
DX_1458.0,ETH,0x23a4bf5390f0b29e14d3bb2f6a3eaf42c3d980df,,,2021-05-10 04:33:12.294220664,1,Transaction Limitation,dianxiang_sun,True
DX_1367.0,ETH,0xe460f3e0adc58357ea5e3ac1d839611dee826354,,,2021-05-10 14:46:51.908931696,1,Transaction Limitation,dianxiang_sun,True
AQUA (AQUA),BSC,,,,2021-05-11 00:00:00.000000000,1,,tm_rugpull,
Ispolink Token (ISP),ETH,,,,2021-05-11 00:00:00.000000000,0,,tm_rugpull,
DX_1479.0,ETH,0x528ff33bf5bf96b5392c10bc4748d9e9fb5386b2,,,2021-05-11 01:00:31.523642728,1,Transaction Limitation,dianxiang_sun,True
DX_2343.0,ETH,0x3bafb3af16203c817ee9208c6b8a748398dae689,,,2021-05-11 11:14:11.138353760,1,Transaction Limitation,dianxiang_sun,True
DX_481.0,ETH,0xd07e9b3f5d8c63122789b72a3788551c6033b678,,,2021-05-11 21:27:50.753064800,1,Transaction Limitation,dianxiang_sun,True
Anonymus Inu (ANU),ETH,,,,2021-05-12 00:00:00.000000000,1,,tm_rugpull,
DX_635.0,ETH,0x5454f57a4fc2a4aa642298d0c4f379013f803157,,,2021-05-12 07:41:30.367775832,1,Transaction Limitation,dianxiang_sun,True
DX_1182.0,ETH,0x26eb2f9ce844461852e9aa55727c99ac5a7ffd24,,,2021-05-12 17:55:09.982486864,1,Transaction Limitation,dianxiang_sun,True
DX_1873.0,ETH,0x1144edea5b3e403469d920006e061b501a845804,,,2021-05-13 14:22:29.211908928,1,Transaction Limitation,dianxiang_sun,True
Sunder Protocol (SUNDER),ETH,,,,2021-05-15 00:00:00.000000000,1,,tm_rugpull,
DX_1856.0,ETH,0x1a6710f18e7936b1f59b88331f3389b68f63da82,,,2021-05-15 07:17:07.670753064,1,Transaction Limitation,dianxiang_sun,True
DX_1344.0,ETH,0x1b0785866895940e229570c3e04c186e6b7b1024,,,2021-05-15 17:30:47.285464096,1,Transaction Limitation,dianxiang_sun,True
Elongate Deluxe (ELongD),ETH,,,,2021-05-16 00:00:00.000000000,1,,tm_rugpull,
O3 Swap Token (O3),ETH,,,,2021-05-16 00:00:00.000000000,0,,tm_rugpull,
DX_126.0,ETH,0x9875095d722bc131929381361a757906cec2d6b9,,,2021-05-16 03:44:26.900175128,1,Fee,dianxiang_sun,True
DX_632.0,ETH,0xec4d32e3e3374730e0cfe0330449d5c617d340f3,,,2021-05-16 03:44:26.900175128,1,Transaction Limitation,dianxiang_sun,True
DX_265.0,ETH,0x7d5902d64e4ed8c60f7c3e2ad1a0aaddd54a6e3f,,,2021-05-16 13:58:06.514886160,1,Token Generation,dianxiang_sun,True
AIREthereumMax INU (AIReMax),ETH,,,,2021-05-18 00:00:00.000000000,1,,tm_rugpull,
DX_1887.0,ETH,0xcb9a1969747bec55c4ff9474bc6da33117f81558,,,2021-05-18 06:52:44.973730296,1,Transaction Limitation,dianxiang_sun,True
DX_947.0,ETH,0xea92712da8e1904bb9da45a2265e0154c76a5f64,,,2021-05-19 03:20:04.203152360,1,Transaction Limitation,dianxiang_sun,True
DX_289.0,ETH,0x4f741424b57d12f2e7b51d7dfe17584d90cc3f88,,,2021-05-19 13:33:43.817863392,1,Transaction Limitation,dianxiang_sun,True
DX_355.0,ETH,0x17d30c85376bc2c39edc1da179162d308559a3c4,,,2021-05-19 23:47:23.432574432,1,Transaction Limitation,dianxiang_sun,True
EthereumMaX (eMax),ETH,,,,2021-05-20 00:00:00.000000000,1,,tm_rugpull,
Merlin Token (MERL),BSC,,,,2021-05-20 00:00:00.000000000,1,,tm_rugpull,
Convex Token (CVX),ETH,,,,2021-05-20 00:00:00.000000000,0,,tm_rugpull,
DX_1332.0,ETH,0x162dfa2502e67a6b477b91f0583caa47a4ac0662,,,2021-05-20 20:14:42.661996496,1,Transaction Limitation,dianxiang_sun,True
DX_1676.0,ETH,0x12510e575bd040c66bbc1d173ee289b9cb6dc392,,,2021-05-20 20:14:42.661996496,1,Transaction Limitation,dianxiang_sun,True
DX_1493.0,ETH,0xf0f7eb276e920c6c37a699c16316e70c75b3bad4,,,2021-05-21 16:42:01.891418560,1,Transaction Limitation,dianxiang_sun,True
DX_1868.0,ETH,0xc441c2d92b1b2fd3a266e6a8cf5bfb673b1abe15,,,2021-05-22 13:09:21.120840632,1,Transaction Limitation,dianxiang_sun,True
DX_1697.0,ETH,0xabc6c879de0cfa5d1dbfbca0baa05843508010a7,,,2021-05-22 13:09:21.120840632,1,Transaction Limitation,dianxiang_sun,True
GoMining Token (GMT),ETH,,,,2021-05-23 00:00:00.000000000,0,,tm_rugpull,
DX_998.0,ETH,0x7c9329c192ed90a9300932949b1c875135b1198d,,,2021-05-24 06:03:59.579684760,1,Transaction Limitation,dianxiang_sun,True
DX_1510.0,ETH,0x5fa6099b65408483f6fc64c0b0636561a979e228,,,2021-05-24 16:17:39.194395792,1,Transaction Limitation,dianxiang_sun,True
DX_1111.0,ETH,0x15638e37d21b784bf25e0d2abeb1382e559b0eba,,,2021-05-25 12:44:58.423817864,1,Transaction Limitation,dianxiang_sun,True
DX_2318.0,ETH,0x4bc53ead2ae82e0c723ee8e3d7bacfb1fafea1ce,,,2021-05-25 22:58:38.038528896,1,Transaction Limitation,dianxiang_sun,True
Little Mouse (MOUSE),BSC,,,,2021-05-26 00:00:00.000000000,1,,tm_rugpull,
Gitcoin (GTC),BSC,,,,2021-05-26 00:00:00.000000000,1,,tm_rugpull,
Hot Cross Token (HOTCROSS),ETH,,,,2021-05-26 00:00:00.000000000,0,,tm_rugpull,
DX_1174.0,ETH,0x4a6b42ea45459e1544bdb6bcaab6515c4f18e7ad,,,2021-05-26 09:12:17.653239928,1,Transaction Limitation,dianxiang_sun,True
DX_154.0,ETH,0xed3aab9b8386c653ed099b4a63fbe4d2d1fd95ad,,,2021-05-26 19:25:57.267950960,1,Fee,dianxiang_sun,True
NETVRK (NTVRK),ETH,,,,2021-05-27 00:00:00.000000000,0,,tm_rugpull,
DX_1609.0,ETH,0x2832b29fe5c579ee684c15facbcde8aefda792cd,,,2021-05-27 05:39:36.882661992,1,Transaction Limitation,dianxiang_sun,True
DX_1211.0,ETH,0x834460e25d4ee4a17955c2056b7b1fdfe35f1755,,,2021-05-27 15:53:16.497373024,1,Transaction Limitation,dianxiang_sun,True
DX_212.0,BSC,0x2b3559c3DBdB294cbb71f2B30a693F4C6be6132d,,,2021-05-28 02:06:56.112084064,1,Funds Manipulation,dianxiang_sun,True
DX_256.0,ETH,0xAdD1077851588300c8C7d0313e71F4D68E2414D6,,,2021-05-29 08:47:54.956217160,1,Token Generation,dianxiang_sun,True
Capsule Coin (CAPS),ETH,,,,2021-05-31 00:00:00.000000000,0,,tm_rugpull,
Moonwalk (MOONWALK),BSC,,,,2021-05-31 00:00:00.000000000,1,,tm_rugpull,
DX_277.0,BSC,0xbba18524CA3c6AA26306E5C402C0FEd72E62A6C3,,,2021-05-31 01:42:33.415061296,1,Transaction Limitation,dianxiang_sun,True
DX_1156.0,ETH,0x969e8b8d9848faa40ac93990f4a79cd74b15b464,,,2021-05-31 01:42:33.415061296,1,Transaction Limitation,dianxiang_sun,True
DX_247.0,BSC,0x5A752C9fE3520522eA88f37a41c3Ddd97c022c2F,,,2021-05-31 01:42:33.415061296,1,Token Generation,dianxiang_sun,True
DX_1306.0,ETH,0xc5249dc04bd3affdee3cd7d675bd8d0aac1b3ed2,,,2021-05-31 11:56:13.029772328,1,Transaction Limitation,dianxiang_sun,True
DX_1539.0,ETH,0xaf4a1046c019203a1a0951019b39c85aa931a4db,,,2021-05-31 22:09:52.644483360,1,Transaction Limitation,dianxiang_sun,True
Mina Protocol (MINA),BSC,,,,2021-06-01 00:00:00.000000000,1,,tm_rugpull,
DX_103.0,ETH,0x5a335fbede28c7c24406e369dcea7afa90247e1e,,,2021-06-02 04:50:51.488616464,1,Fee,dianxiang_sun,True
DX_1480.0,ETH,0x418f2483811d44b78dc1202235cc86e3a6e48ed7,,,2021-06-03 11:31:50.332749560,1,Transaction Limitation,dianxiang_sun,True
DX_687.0,ETH,0x4c28a5096e4776cd9f02249ce96939ca87f0b657,,,2021-06-05 04:26:28.791593696,1,Transaction Limitation,dianxiang_sun,True
DX_1725.0,ETH,0x341591210440f307829553f5e1971d66d4cbce7c,,,2021-06-05 04:26:28.791593696,1,Transaction Limitation,dianxiang_sun,True
DX_2233.0,ETH,0xaf531dc0b3b1151af48f3d638eeb6fe6acdfd59f,,,2021-06-06 00:53:48.021015760,1,Transaction Limitation,dianxiang_sun,True
DX_218.0,BSC,0xc84e1748376781C09703c1292D9dd659EBFc0c8b,,,2021-06-06 11:07:27.635726792,1,LP Drain,dianxiang_sun,True
DX_408.0,ETH,0x4946917e0491e13024820ec17980898792f24ec1,,,2021-06-06 21:21:07.250437824,1,Transaction Limitation,dianxiang_sun,True
Stonks Token ($STONKS),BSC,,,,2021-06-07 00:00:00.000000000,1,,tm_rugpull,
DX_2173.0,ETH,0x68563d2a5fc58f88db8140a981170989f001b746,,,2021-06-07 17:48:26.479859896,1,Transaction Limitation,dianxiang_sun,True
EDAO (EDAO),BSC,,,,2021-06-08 00:00:00.000000000,1,,tm_rugpull,
YAYO Coin (YAYO),POLYGON,,,,2021-06-08 00:00:00.000000000,1,,tm_rugpull,
DX_1504.0,ETH,0x4f111d9284ff53b0b8903434f20468148bbe9be7,,,2021-06-08 14:15:45.709281960,1,Transaction Limitation,dianxiang_sun,True
DX_1517.0,ETH,0x8b471803a85c6ca0030dc598ab9c55d259613ec4,,,2021-06-08 14:15:45.709281960,1,Transaction Limitation,dianxiang_sun,True
TOKAU (TOKAU),ETH,,,,2021-06-09 00:00:00.000000000,1,,tm_rugpull,
DX_1622.0,ETH,0xc63e6bccd96fc0a777524becc8ee1fa049bf81c5,,,2021-06-09 00:29:25.323992992,1,Transaction Limitation,dianxiang_sun,True
DX_177.0,ETH,0x7e6a4d8bf4ac3b9674d47ccdea387d67b3875787,,,2021-06-09 00:29:25.323992992,1,Fee,dianxiang_sun,True
DX_2066.0,ETH,0xe55335790e0a573b5a11b36a82e404d919de33f8,,,2021-06-09 20:56:44.553415056,1,Transaction Limitation,dianxiang_sun,True
Supreme Inu (SUPRINU),ETH,,,,2021-06-10 00:00:00.000000000,1,,tm_rugpull,
DX_9.0,BSC,0x448F861728F4Ed28914f42B4C8C0ff70b8bD637B,,,2021-06-10 07:10:24.168126096,1,Combination,dianxiang_sun,True
Lossless Token (LSS),ETH,,,,2021-06-11 00:00:00.000000000,0,,tm_rugpull,
Baby Doge Coin (BabyDoge),BSC,,,,2021-06-11 00:00:00.000000000,0,,tm_rugpull,
Green Swap (GRNS),ETH,,,,2021-06-11 00:00:00.000000000,1,,tm_rugpull,
Ethelon Finance (ETHELON),ETH,,,,2021-06-11 00:00:00.000000000,1,,tm_rugpull,
DiamondHands (DiamondHands),BSC,,,,2021-06-12 00:00:00.000000000,1,,tm_rugpull,
ANT (ANT),BSC,,,,2021-06-12 00:00:00.000000000,1,,tm_rugpull,
DX_20.0,ETH,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,,,2021-06-12 10:18:42.241681256,1,Destroy Token,dianxiang_sun,True
BabySwap Token (BABY),BSC,,,,2021-06-13 00:00:00.000000000,0,,tm_rugpull,
DX_942.0,ETH,0x33bc772e6c6f95f8c436f0c666fbdf315ebd88f9,,,2021-06-13 16:59:41.085814360,1,Transaction Limitation,dianxiang_sun,True
DX_301.0,ETH,0x9e96236e3203b0eebda0276b744a3932cc433f69,,,2021-06-14 03:13:20.700525392,1,Transaction Limitation,dianxiang_sun,True
Stratos Network (STOS),ETH,,,,2021-06-15 00:00:00.000000000,1,,tm_rugpull,
DX_1492.0,ETH,0x4a1b5846edb12ad45c78f2fe3799092d5be34cf2,,,2021-06-15 20:07:59.159369528,1,Transaction Limitation,dianxiang_sun,True
FoxSayfinance (FSY),ETH,,,,2021-06-16 00:00:00.000000000,1,,tm_rugpull,
DX_1347.0,ETH,0x68f3a4e312b427339e49210f27361b9da9cdfced,,,2021-06-16 06:21:38.774080560,1,Transaction Limitation,dianxiang_sun,True
DX_374.0,ETH,0x01f2acf2914860331c1cb1a9acecda7475e06af8,,,2021-06-16 06:21:38.774080560,1,Transaction Limitation,dianxiang_sun,True
DX_846.0,ETH,0x86715bd57b85f9a964747c32136e8e9739c5deb3,,,2021-06-16 16:35:18.388791592,1,Transaction Limitation,dianxiang_sun,True
ANT1GOON (GOON),ETH,,,,2021-06-17 00:00:00.000000000,1,,tm_rugpull,
iMe Lab (LIME),ETH,,,,2021-06-17 00:00:00.000000000,0,,tm_rugpull,
GABECOIN (GABECOIN),BSC,,,,2021-06-17 00:00:00.000000000,1,,tm_rugpull,
Oms (OMS),ETH,,,,2021-06-17 00:00:00.000000000,0,,tm_rugpull,
ToTheMoon(ARTEMIS),ETH,,,,2021-06-17 00:00:00.000000000,1,,tm_rugpull,
TravelCake (TVL),BSC,,,,2021-06-18 00:00:00.000000000,1,,tm_rugpull,
DX_1488.0,ETH,0xe2cdb9a1923b7c7339eb3366f5ce4dbbfb3aea0f,,,2021-06-18 09:29:56.847635728,1,Transaction Limitation,dianxiang_sun,True
HoDooi (HOD),ETH,,,,2021-06-19 00:00:00.000000000,1,,tm_rugpull,
Contribute.Protocol (CTB),ETH,,,,2021-06-19 00:00:00.000000000,1,,tm_rugpull,
DX_362.0,ETH,0x27054b13b1b798b345b591a4d22e6562d47ea75a,,,2021-06-19 05:57:16.077057792,1,Transaction Limitation,dianxiang_sun,True
DX_843.0,ETH,0x1d0806c2c8e69c7c10357ee1f010d1584e0213c2,,,2021-06-19 16:10:55.691768824,1,Transaction Limitation,dianxiang_sun,True
Uranus Token (URANUS),ETH,,,,2021-06-20 00:00:00.000000000,1,,tm_rugpull,
DX_604.0,ETH,0xa4aa166fddb71d9e24f4cf1c15af45ab5fe0033f,,,2021-06-20 02:24:35.306479856,1,Transaction Limitation,dianxiang_sun,True
DX_2148.0,ETH,0xd022969da8a1ace11e2974b3e7ee476c3f9f99c6,,,2021-06-20 12:38:14.921190888,1,Transaction Limitation,dianxiang_sun,True
DX_2186.0,ETH,0xb31820c1d84e183377030b6d3f0e1ee5c1cff643,,,2021-06-20 12:38:14.921190888,1,Transaction Limitation,dianxiang_sun,True
DX_230.0,BSC,0x920a7cbD0b5aeD31827385783E7Af245331cA9eE,,,2021-06-20 22:51:54.535901928,1,Token Distribution,dianxiang_sun,True
Volcano Money (VOL),ETH,,,,2021-06-21 00:00:00.000000000,1,,tm_rugpull,
FormationFi (FFI),BSC,,,,2021-06-23 00:00:00.000000000,1,,tm_rugpull,
DX_206.0,ETH,0xe935FAf8EeEeAC1FC4A15349244555c27C61f5c4,,,2021-06-24 08:41:11.453590192,1,Funds Manipulation,dianxiang_sun,True
DX_207.0,ETH,0x0d6a4F6B019Dd74eA24B4569bB19161f298Fd6dB,,,2021-06-25 15:22:10.297723288,1,Funds Manipulation,dianxiang_sun,True
CRP_25,Ethereum,0x9A3fB36bF72a387fCC821A38eE9F50f1A0eb8Cbd,,,2021-06-25 15:22:10.297723288,1,,crpwarner,True
DX_1090.0,ETH,0xb43b289f36aee954e0fd3bf81b439a271623fe30,,,2021-06-25 15:22:10.297723288,1,Transaction Limitation,dianxiang_sun,True
DX_1826.0,ETH,0x257105b55f701a1c1052d0e569156d3453cd9119,,,2021-06-26 01:35:49.912434320,1,Transaction Limitation,dianxiang_sun,True
DX_2224.0,ETH,0xbd53a4db4003c59070abbfa4e6c31afbf0b26843,,,2021-06-26 11:49:29.527145360,1,Transaction Limitation,dianxiang_sun,True
DX_2356.0,ETH,0xe26e90598190a98c92c75204c9a4ecfe5983f8e0,,,2021-06-26 22:03:09.141856392,1,Transaction Limitation,dianxiang_sun,True
DX_893.0,ETH,0x8fa269b6da92482c49849140a415beb279aaf2d2,,,2021-06-26 22:03:09.141856392,1,Transaction Limitation,dianxiang_sun,True
DX_1942.0,ETH,0x3d0b9de39b5667a77bcb49d3908c7aa054eb4e10,,,2021-06-26 22:03:09.141856392,1,Transaction Limitation,dianxiang_sun,True
DX_135.0,ETH,0x253101757a84054b68a0460b6c77ca2b0e2c4291,,,2021-06-27 08:16:48.756567424,1,Fee,dianxiang_sun,True
DX_1595.0,ETH,0xc54ac7dda7c67bec2f7b46e6f86f90dd9aa0e6b9,,,2021-06-27 08:16:48.756567424,1,Transaction Limitation,dianxiang_sun,True
DX_451.0,ETH,0xe7537ada16f22f4dca3f3a171a65093188538f32,,,2021-06-27 08:16:48.756567424,1,Transaction Limitation,dianxiang_sun,True
DX_1743.0,ETH,0xad3f6438bbf0cd94e42b58ecb461732b03deec69,,,2021-06-27 18:30:28.371278456,1,Transaction Limitation,dianxiang_sun,True
DX_1986.0,ETH,0x4bfc44eee642bd8fb5804a3c08e9060fd12e1d12,,,2021-06-27 18:30:28.371278456,1,Transaction Limitation,dianxiang_sun,True
DX_2297.0,ETH,0x2634baad203cba4aa4114c132b2e50a3a6027ff9,,,2021-06-28 04:44:07.985989488,1,Transaction Limitation,dianxiang_sun,True
Taobao Token (TAOB),ETH,,,,2021-06-29 00:00:00.000000000,1,,tm_rugpull,
DX_1078.0,ETH,0x353296d6168bd8edc037a9286c66049d2429fd68,,,2021-06-29 01:11:27.215411560,1,Transaction Limitation,dianxiang_sun,True
DX_70.0,ETH,0x1f1983336a06f3bda44a2dbce301bb773eadd0e1,,,2021-06-30 07:52:26.059544656,1,Fee,dianxiang_sun,True
DX_386.0,ETH,0x510820b74d0d1e0310d670a94ee6f3204238da37,,,2021-06-30 07:52:26.059544656,1,Transaction Limitation,dianxiang_sun,True
DX_1179.0,ETH,0x8b96a920d1c4d3b6433cf96e3da710ac53f18560,,,2021-06-30 18:06:05.674255688,1,Transaction Limitation,dianxiang_sun,True
Starlink Token (Starlink),BSC,,,,2021-07-01 00:00:00.000000000,1,,tm_rugpull,
DX_1120.0,ETH,0xd3749b5fd950f848f3fa89c6efd1ca813bef8a13,,,2021-07-01 14:33:24.903677760,1,Transaction Limitation,dianxiang_sun,True
THE TRUTH (UFO),ETH,,,,2021-07-02 00:00:00.000000000,0,,tm_rugpull,
DX_714.0,ETH,0x8a9c309b2b9dedd56149e30284cf5ed6f0fcca57,,,2021-07-02 11:00:44.133099824,1,Transaction Limitation,dianxiang_sun,True
DX_2055.0,ETH,0xc2e48cb880a4471c0408ce9463d275a471aa442e,,,2021-07-02 11:00:44.133099824,1,Transaction Limitation,dianxiang_sun,True
DX_501.0,ETH,0x6d2a77cf1b377e22bd984200ca361a5eece6650a,,,2021-07-02 21:14:23.747810856,1,Transaction Limitation,dianxiang_sun,True
PolyRainbowToken (RNBW),POLYGON,,,,2021-07-03 00:00:00.000000000,1,,tm_rugpull,
DollarDoge (DollarDoge),BSC,,,,2021-07-03 00:00:00.000000000,1,,tm_rugpull,
DX_821.0,ETH,0x59f3f84521b7665a8c14e4a67d9c92f9ca556026,,,2021-07-03 07:28:03.362521888,1,Transaction Limitation,dianxiang_sun,True
DX_2093.0,ETH,0x741f1923974464efd0aa70e77800ba5d9ed18902,,,2021-07-04 14:09:02.206654992,1,Transaction Limitation,dianxiang_sun,True
DX_832.0,ETH,0x7c2ceaee1e949483a43790ec7e309c537dec9719,,,2021-07-04 14:09:02.206654992,1,Transaction Limitation,dianxiang_sun,True
Singularity Dao (SDAO),ETH,,,,2021-07-05 00:00:00.000000000,0,,tm_rugpull,
DX_1593.0,ETH,0x6e996150346de5d6190add889163263cce1218c9,,,2021-07-05 00:22:41.821366024,1,Transaction Limitation,dianxiang_sun,True
DX_1767.0,ETH,0x9fd069c7d15fdeca0188e63c65277946cc528d5c,,,2021-07-05 10:36:21.436077056,1,Transaction Limitation,dianxiang_sun,True
DX_877.0,ETH,0xbe3fbd14dc899fe457323fb6e4473cf3ab04e3c0,,,2021-07-05 10:36:21.436077056,1,Transaction Limitation,dianxiang_sun,True
DX_2285.0,ETH,0x19d0321ba91ed5edec4afe1da158a6b06bba03f0,,,2021-07-05 10:36:21.436077056,1,Transaction Limitation,dianxiang_sun,True
DX_1897.0,ETH,0x94511913f295ec56edf2827ddc78c8fa55fcb1f0,,,2021-07-06 07:03:40.665499120,1,Transaction Limitation,dianxiang_sun,True
DX_295.0,ETH,0x6ff869d8727ef71369dd33d7e6fd63da31ae203f,,,2021-07-06 17:17:20.280210152,1,Transaction Limitation,dianxiang_sun,True
DX_1454.0,ETH,0xc5514fc162dd7b9acc70b98d1bc57a94f12d79cb,,,2021-07-07 03:30:59.894921192,1,Transaction Limitation,dianxiang_sun,True
DX_1844.0,ETH,0x20d9f55187343aafc6782ba9eb4e00aa312a9d1c,,,2021-07-09 16:52:57.583187392,1,Transaction Limitation,dianxiang_sun,True
DX_1626.0,ETH,0x62910175e9069cc28e902f5fba83e228482a221c,,,2021-07-09 16:52:57.583187392,1,Transaction Limitation,dianxiang_sun,True
Million (MM),ETH,,,,2021-07-10 00:00:00.000000000,0,,tm_rugpull,
DX_1341.0,ETH,0x7c34371564d259d45831c04413b04079ab9bd247,,,2021-07-10 03:06:37.197898424,1,Transaction Limitation,dianxiang_sun,True
DX_880.0,ETH,0x09ade3ab80b9f885eca960e8001a430d8021b591,,,2021-07-10 03:06:37.197898424,1,Transaction Limitation,dianxiang_sun,True
DX_996.0,ETH,0x706cac4c0145ce5e0bd8e72f6ce4e2b643a69dbf,,,2021-07-10 03:06:37.197898424,1,Transaction Limitation,dianxiang_sun,True
Metahero (HERO),BSC,,,,2021-07-11 00:00:00.000000000,0,,tm_rugpull,
DX_7.0,ETH,0x8Cd8f4eB3C2dF2aaa4B4953C81E80Dae69824325,,,2021-07-11 09:47:36.042031520,1,Combination,dianxiang_sun,True
DX_2255.0,ETH,0x64669148bca4f3d1216127a46380a67b37bbf63e,,,2021-07-11 09:47:36.042031520,1,Transaction Limitation,dianxiang_sun,True
DX_1667.0,ETH,0xe49d7651eca3f844b3281b22dec57167d15b1917,,,2021-07-11 09:47:36.042031520,1,Transaction Limitation,dianxiang_sun,True
DX_2187.0,ETH,0xc0c7d89e4968775931e53e9510ebad43644b0866,,,2021-07-11 20:01:15.656742552,1,Transaction Limitation,dianxiang_sun,True
DX_1922.0,ETH,0x82ced7b239fc06e59f11819883d68a0e0925e59e,,,2021-07-11 20:01:15.656742552,1,Transaction Limitation,dianxiang_sun,True
DX_1635.0,ETH,0xba004be7f55c6125c62f26fd0fa4ada5e2b0458b,,,2021-07-13 23:09:33.730297720,1,Transaction Limitation,dianxiang_sun,True
FLOKI (FLOKI),ETH,,,,2021-07-14 00:00:00.000000000,0,,tm_rugpull,
DX_199.0,ETH,0x370d17840da8a6307a5a496067e94f5f8aa282d2,,,2021-07-14 09:23:13.345008752,1,Fee,dianxiang_sun,True
DX_1469.0,ETH,0xc65f811826724ec3ba295131bb43c4bed25e55a1,,,2021-07-14 19:36:52.959719784,1,Transaction Limitation,dianxiang_sun,True
DX_109.0,ETH,0x30a4b61e2990ee8458bc351d9321565bedd3d7aa,,,2021-07-15 16:04:12.189141856,1,Fee,dianxiang_sun,True
DX_1598.0,ETH,0x6f2f38ec9575a648421a6b4f182bce5097a361eb,,,2021-07-15 16:04:12.189141856,1,Transaction Limitation,dianxiang_sun,True
Wealthfront (WF),ETH,,,,2021-07-16 00:00:00.000000000,1,,tm_rugpull,
DX_1314.0,ETH,0xfabe953a843f6af6470f1cd6960034a2c56bc177,,,2021-07-16 02:17:51.803852888,1,Transaction Limitation,dianxiang_sun,True
OpenOcean (OOE),ETH,,,,2021-07-17 00:00:00.000000000,0,,tm_rugpull,
DX_2216.0,ETH,0xd8993f49f372bb014fb088eabec95cfdc795cbf6,,,2021-07-17 08:58:50.647985984,1,Transaction Limitation,dianxiang_sun,True
DX_360.0,ETH,0x381beac50b9a5ea06a320a72592f7460c49a2b48,,,2021-07-17 19:12:30.262697024,1,Transaction Limitation,dianxiang_sun,True
DX_1005.0,ETH,0xd1df4617efe82e8d0a476f8d4505385a612404de,,,2021-07-17 19:12:30.262697024,1,Transaction Limitation,dianxiang_sun,True
DX_243.0,BSC,0xB5B27564D05Db32CF4F25813D35b6E6de9210941,,,2021-07-19 01:53:29.106830120,1,Token Generation,dianxiang_sun,True
DX_1042.0,ETH,0x12bfcbbe23bcb2724701abd7d09a0c5b9443ec4c,,,2021-07-19 22:20:48.336252184,1,Transaction Limitation,dianxiang_sun,True
DX_1238.0,ETH,0xfbc81d9756c179ad3bb316e262abe5d4f5e587ab,,,2021-07-20 18:48:07.565674256,1,Transaction Limitation,dianxiang_sun,True
DX_958.0,ETH,0xce677df0f78e471aacd102d6465fc53312617eb6,,,2021-07-20 18:48:07.565674256,1,Transaction Limitation,dianxiang_sun,True
FevrToken (FEVR),ETH,,,,2021-07-21 00:00:00.000000000,0,,tm_rugpull,
DX_38.0,ETH,0x0cb8d0b37c7487b11d57f1f33defa2b1d3cfccfe,,,2021-07-21 05:01:47.180385288,1,Destroy Token,dianxiang_sun,True
DX_677.0,ETH,0xb58f4ca7f61ba2195611e183a255e90a90e15d79,,,2021-07-21 05:01:47.180385288,1,Transaction Limitation,dianxiang_sun,True
DX_953.0,ETH,0x855af10faf11d4a6f6102a1babd77453d18066b7,,,2021-07-21 15:15:26.795096320,1,Transaction Limitation,dianxiang_sun,True
Coin Merge (CMERGE),ETH,,,,2021-07-22 00:00:00.000000000,1,,tm_rugpull,
DX_1739.0,ETH,0x52e8ebf98ef95d373d29041182830bf13c52588f,,,2021-07-22 11:42:46.024518384,1,Transaction Limitation,dianxiang_sun,True
DX_1059.0,ETH,0x6129c5def763a1eb32ba89f8a3a075ed1f568ba5,,,2021-07-22 21:56:25.639229424,1,Transaction Limitation,dianxiang_sun,True
